IDOld	IDNew	total_exons	total_isoforms	strand	chr	name	gene	ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Type	IsoPsi2	IsoPsi1	FluxPsiG1	FluxPsiG2	ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p001	leafcutter_p_value	JumPmin	Type	IsoMajorPsiGroup1	IsoMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	logitRegP	TotalCountG1	TotalCountG2	ttestRegP
ASM947	ASM949	7	4	-	chr1	TMCO1	ENSG00000143183	ASM949	4	7	8218	9203	2.53E-07	0.016762564	NA	0.356448853	0.458971783	0.54508738	0.559225483	ASM947	4	7	8218	9203	2.53E-07	0.016762564	NA	0.724	0.00407	0.00835	NA	0.458971783	0.356448853	NA	NA	0.559225483	0.54508738	0.597	0.567	0.028994802	542.6666667	662.6666667	0.012245329
ASM9963	ASM9873	30	92	-	chr18	SPIRE1	ENSG00000134278	ASM9873	3	30	15570	6976	2.81E-07	0.371504679	NA	0.611474649	0.965642601	0.527804238	0.899308917	ASM9963	15	30	15620	7039	0	NA	0	1	8.00E-07	1.10E-12	NA	0.449165245	0.309411425	0.977666667	0.7975	NA	NA	0.999	0.998	NA	0.333333333	2.333333333	NA
ASM3478	ASM3455	17	9	-	chr5	DIMT1	ENSG00000086189	ASM3455	9	17	5648	6164	3.07E-07	0.216531054	NA	0.604886033	0.330852599	0.355724492	0.572255546	ASM3478	6	17	5648	6164	0.000238112	0.222821018	0.482	0.64	NA	0.282	NA	0.424086617	0.24221647	0.963333333	0.943333333	0.588761368	0.36594035	0.977	0.963	4.54E-14	207.6666667	195	0.026735758
ASM6923	ASM6850	12	19	+	chr11	CNIH2	ENSG00000174871	ASM6850	6	12	1151	95	3.23E-07	0.684140908	NA	0.651038133	0.407804022	0.833333333	0.149192426	ASM6923	7	12	1151	95	0.000132434	NA	NA	NA	NA	0.483	NA	0.324313682	0.514487169	NA	NA	NA	NA	NA	NA	NA	1	18.66666667	NA
ASM6371	ASM6303	8	7	+	chr10	TMEM254	ENSG00000133678	ASM6303	7	8	2252	1795	3.70E-07	0.278039932	NA	0.707373063	0.916280441	0.598684211	0.876724142	ASM6371	7	8	2252	1795	3.70E-07	0.278039932	0.135	1	3.57E-08	1.19E-11	NA	0.738972201	0.438303231	0.539333333	0.578666667	0.876724142	0.598684211	0.809	0.914	1.10E-38	229.3333333	371.6666667	0.000304828
ASM5961	ASM5897	11	5	+	chr9	COQ4	ENSG00000167113	ASM5897	5	11	3034	3068	4.45E-07	0.094760533	NA	0.590149148	0.619347849	0.627610391	0.532849858	ASM5961	5	11	3034	3068	1.39E-06	0.094760533	NA	0.999	NA	NA	NA	0.687783928	0.741984402	NA	NA	0.532849858	0.627610391	0.996	0.997	0.020139966	96.66666667	100.6666667	0.004669578
ASM3817	ASM3789	10	6	+	chr5	RP11-267A15.1	ENSG00000249306	ASM3789	6	10	652	8	4.66E-07	0.277777778	NA	NA	NA	0.666666667	0.503052503	ASM3817	6	10	652	8	4.66E-07	0.277777778	NA	NA	NA	1	NA	0.604128009	0.26788722	NA	NA	0.503052503	0.666666667	NA	NA	0.998752395	0.666666667	41	0.015158436
ASM3845	ASM3817	11	4	+	chr5	ZNF354B	ENSG00000178338	ASM3817	4	11	757	442	4.66E-07	NA	NA	0.604938917	0.592779094	NA	NA	ASM3845	4	11	757	442	3.50E-07	NA	NA	NA	NA	NA	NA	0.540885652	0.593474335	NA	NA	NA	NA	NA	NA	NA	4.666666667	10	NA
ASM732	ASM736	12	8	+	chr1	NOTCH2NL	ENSG00000213240	ASM736	8	12	12523	10404	5.03E-07	0.290497066	NA	0.645132759	0.374824126	0.544822561	0.254325495	ASM732	4	12	12523	10404	3.25E-09	0.290497066	NA	1	0.000321	2.05E-07	NA	0.333225333	0.605268166	NA	NA	0.254325495	0.544822561	0.881	0.899	1.58E-29	211.6666667	290	0.004652152
ASM3329	ASM3307	21	5	+	chr5	PLEKHG4B	ENSG00000153404	ASM3307	5	21	2479	15	5.46E-07	0.129047906	NA	NA	NA	0.666666667	0.748996387	ASM3329	4	21	2479	15	6.65E-09	0.129047906	NA	NA	NA	NA	NA	0.722235686	0.996146301	NA	NA	0.748996387	0.666666667	NA	NA	0.999241412	0.666666667	46.66666667	0.006568463
ASM10741	ASM10648	8	8	+	chr19	ATF5	ENSG00000169136	ASM10648	8	8	12881	8672	6.32E-07	0.271764108	NA	0.890966752	0.94019567	0.926492819	0.698285022	ASM10741	5	8	12881	8672	3.68E-06	NA	1	0.61	NA	0.000301	NA	0.714134828	0.668248721	1	0.996333333	NA	NA	1	0.998	1.20E-06	44.66666667	43.33333333	0.008614543
ASM2507	ASM2492	28	76	+	chr3	TBC1D23	ENSG00000036054	ASM2492	4	28	8771	9130	6.74E-07	0.274704374	NA	0.70233667	0.930999338	0.661638965	0.898876013	ASM2507	10	28	8844	9258	1.34E-07	NA	0	1	1.84E-06	2.88E-12	NA	0.361858253	0.274521855	0.966333333	0.911111111	NA	NA	0.978	0.992	NA	1	2	NA
ASM5624	ASM5565	16	30	-	chr9	ELAVL2	ENSG00000107105	ASM5565	6	16	11407	7944	8.25E-07	0.245240915	NA	0.444468457	0.28547755	0.791176471	0.545935556	ASM5624	11	16	11599	8043	0.098247699	0.29804729	0.624	1	0.171	0.00342	NA	0.499841924	0.570098817	0.701833333	0.688666667	0.61335056	0.911397849	0.989	0.997	7.57E-06	29	47.33333333	0.001065403
ASM7536	ASM7465	19	31	-	chr12	TMBIM4	ENSG00000228144	ASM7465	7	19	9700	8581	8.80E-07	0.195102137	NA	0.430610619	0.598692502	0.829545455	0.634443318	ASM7536	13	19	9732	8607	0.003134788	0.008337078	0.145	1	3.45E-05	9.65E-05	NA	0.435012796	0.583245066	0.874466667	0.928866667	0.961297153	0.969634231	0.989	0.999	0.882679327	18.66666667	42.33333333	0.74102075
ASM9273	ASM9189	15	27	+	chr17	SRR	ENSG00000167720	ASM9189	5	15	2820	4284	9.42E-07	0.160928327	NA	0.87153075	0.779065303	0.576267057	0.424620054	ASM9273	10	15	2843	4297	1.87E-11	0.201597676	2.24E-14	1	2.89E-05	1.18E-08	NA	0.340920744	0.349806462	0.824333333	0.779333333	0.917283951	0.715686275	0.992	0.996	0.003243827	17.66666667	28	0.07328943
ASM598	ASM605	33	8	-	chr1	ARHGAP29	ENSG00000137962	ASM605	8	33	179089	208448	1.17E-06	0.007588261	NA	0.981044873	0.97800294	0.811632941	0.80404468	ASM598	6	33	179089	208448	1	0.007588261	NA	0.723	0.122	0.211	NA	0.827945672	0.836032773	NA	NA	0.80404468	0.811632941	0.895	0.847	0.434709133	1164	1078.666667	0.315955115
ASM5561	ASM5504	7	6	-	chr8	C8orf82	ENSG00000213563	ASM5504	6	7	12110	19405	1.19E-06	0.209580817	NA	0.41552724	0.641785613	0.348769711	0.455285866	ASM5561	5	7	12110	19405	1.55E-05	0.209580817	NA	0.999	0.000337	4.17E-05	NA	0.569688436	0.498267159	NA	NA	0.455285866	0.348769711	0.999	0.999	2.19E-19	349.3333333	199.3333333	0.004475852
ASM3610	ASM3588	6	3	-	chr5	TICAM2	ENSG00000243414	ASM3588	3	6	18576	8077	1.34E-06	NA	NA	0.43494731	0.767976823	NA	NA	ASM3610	2	6	18473	8051	0.372750149	NA	NA	0.661	0.53	0.532	NA	0.949425228	0.970297557	NA	NA	NA	NA	0.993	0.983	NA	0	0	NA
ASM1899	ASM1901	19	4	+	chr2	MLTK	ENSG00000091436	ASM1901	4	19	5552	14080	1.36E-06	0.226191569	NA	0.595117913	0.811771856	0.670736861	0.533904205	ASM1899	4	19	5552	14080	1.19E-07	0.226191569	NA	0.965	0.0107	0.00969	NA	0.558870666	0.428018824	NA	NA	0.533904205	0.670736861	0.805	0.655	7.81E-07	121.3333333	38.66666667	0.000795696
ASM11773	ASM11678	8	14	+	chrX	PRRG1	ENSG00000130962	ASM11678	8	8	1713	1202	1.38E-06	0.453392539	NA	0.678704526	0.586375578	0.261686826	0.715079365	ASM11773	13	8	1749	1231	1.96E-05	0.453392539	0.00179	1	0.0187	0.00352	NA	0.606975912	0.561021761	0.805888889	0.741777778	0.715079365	0.261686826	0.864	0.958	3.87E-07	18.66666667	26.66666667	0.002200746
ASM172	ASM171	30	180	-	chr1	HP1BP3	ENSG00000127483	ASM171	7	30	52235	39630	2.09E-06	0.020650252	NA	0.529333714	0.646263746	0.371953057	0.3894498	ASM172	18	30	52202	39439	0.013374488	NA	0.00106	0.982	0.0398	0.00106	NA	0.402165887	0.382093567	0.837066667	0.8044	NA	NA	0.986	0.986	NA	0	0	NA
ASM4798	ASM4770	16	39	-	chr7	SRI	ENSG00000075142	ASM4770	6	16	8566	15158	2.43E-06	0.040855901	NA	0.618264873	0.613469095	0.7402798	0.7404299	ASM4798	8	16	8684	15317	1	0.333333333	0.00494	0.8	0.0743	0.0749	NA	0.627352171	0.59300137	0.853166667	0.851	0.666666667	1	0.953	0.967	0.999999909	43.66666667	6.666666667	1
ASM4027	ASM4003	11	18	+	chr6	C6orf48	ENSG00000204387	ASM4003	6	11	16795	9320	2.49E-06	0.259419486	NA	0.608288806	0.774204984	0.40856297	0.667982456	ASM4027	9	11	17451	9492	0	0.071609903	0	1	4.62E-15	3.50E-18	NA	0.31280912	0.345018336	0.780083333	0.780083333	0.495435551	0.567045455	0.955	0.959	0.190889073	52.33333333	50	0.576313797
ASM11027	ASM10935	8	4	+	chr20	DNMT3B	ENSG00000088305	ASM10935	4	8	381	509	2.54E-06	0.64467681	NA	0.940119908	0.185363145	0.87447479	0.22979798	ASM11027	4	8	381	509	2.54E-06	0.64467681	0.000802	NA	NA	NA	NA	0.53056335	0.337514215	0.586	1	0.22979798	0.87447479	NA	NA	1.96E-08	15.66666667	15	0.000161182
ASM3837	ASM3809	28	96	-	chr5	DBN1	ENSG00000113758	ASM3809	7	28	71173	32748	2.58E-06	0.239704055	NA	0.382061139	0.496211256	0.86816384	0.628459784	ASM3837	13	28	72376	32994	1.41E-07	0.020282187	0	1	1.52E-07	2.17E-10	NA	0.55556141	0.577222465	0.765	0.825666667	0.979717813	1	1	1	0.987379958	14	90.33333333	0.20213884
ASM11487	ASM11393	18	21	+	chr22	NF2	ENSG00000186575	ASM11393	3	18	19359	27226	2.64E-06	0.167834825	NA	0.732099633	0.460354461	0.904707624	0.749562303	ASM11487	8	18	19372	27270	0.000918287	NA	1.09E-14	1	3.01E-06	2.89E-09	NA	0.909398444	0.939132116	0.82675	0.9445	NA	NA	0.999	1	0.009183554	546.3333333	349.6666667	0.040064109
ASM2410	ASM2396	7	5	+	chr3	SMIM4	ENSG00000168273	ASM2396	5	7	2041	2164	2.86E-06	0.071973911	NA	0.946478321	0.852949761	0.852683296	0.780709385	ASM2410	5	7	2041	2164	2.86E-06	0.071973911	NA	1	0.00333	0.0124	NA	0.706140159	0.813375528	NA	NA	0.780709385	0.852683296	0.7	0.803	0.018495683	102.3333333	109.3333333	0.00651003
ASM7297	ASM7226	18	112	+	chr12	DERA	ENSG00000023697	ASM7226	6	18	1705	5639	3.81E-06	0.064908672	NA	0.879729851	0.887637452	0.54356651	0.549557332	ASM7297	9	18	1731	5708	6.85E-05	0	5.27E-09	0.993	0.775	0.000732	NA	0.388154228	0.35019476	0.933888889	0.931277778	1	1	0.972	0.941	0.999992004	38.33333333	10.66666667	NA
ASM11233	ASM11142	7	4	+	chr20	RTEL1-TNFRSF6B	ENSG00000026036	ASM11142	4	7	20407	3393	4.03E-06	0.153621292	NA	0.807248489	0.467729798	0.703703704	0.64254174	ASM11233	4	7	20407	3393	4.03E-06	0.153621292	0.497	0.724	0.161	0.284	NA	0.188955638	0.717539967	0.501666667	0.555666667	0.64254174	0.703703704	0.65	0.703	0.046462127	14	39.33333333	0.000318422
ASM11738	ASM11643	24	9	-	chrX	CTPS2	ENSG00000047230	ASM11643	9	24	9027	5480	4.05E-06	0.235066482	NA	0.696574577	0.49548305	0.680028206	0.444961724	ASM11738	6	24	9027	5480	5.85E-08	0.243134903	NA	0.997	0.00758	0.00143	NA	0.384173991	0.644022478	NA	NA	0.445967471	0.689102374	0.998	0.969	5.95E-09	75	142	0.000199771
ASM7593	ASM7520	7	4	-	chr12	SOCS2-AS1	ENSG00000246985	ASM7520	4	7	2095	194	4.06E-06	0.100830727	NA	0.969903012	0.907429602	0.365740741	0.433251734	ASM7593	4	7	2095	194	4.06E-06	0.100830727	NA	NA	NA	0.691	NA	0.161823971	0.848469999	NA	NA	0.433251734	0.365740741	NA	NA	0.165157282	8.333333333	85.66666667	0.546403346
ASM5609	ASM5551	19	53	-	chr9	BNC2	ENSG00000173068	ASM5551	5	19	4779	1950	4.45E-06	0.232485609	NA	0.349694564	0.696866721	0.693639291	0.461153682	ASM5609	14	19	4949	2080	8.23E-08	0	1	0.919	NA	0.0241	NA	0.300338182	0.53415165	0.953166667	0.958333333	1	1	0.662	0.753	0.999998674	14	12.33333333	NA
ASM10552	ASM10455	14	38	+	chr19	SPINT2	ENSG00000167642	ASM10455	3	14	38136	54588	4.57E-06	0.016334506	NA	0.615073654	0.605082204	0.988191707	0.971857201	ASM10552	11	14	38346	54590	9.06E-12	0.000888939	0	1	9.19E-13	3.04E-26	NA	0.576589583	0.490811623	0.984333333	0.895166667	0.993146075	0.994035014	1	1	0.670865909	957.3333333	727	0.787208126
ASM10893	ASM10803	23	105	+	chr20	RBCK1	ENSG00000125826	ASM10803	7	23	28616	19529	4.60E-06	0.042675084	NA	0.469232768	0.304344572	0.65505318	0.697728264	ASM10893	13	23	28831	19709	2.95E-10	0.036689711	0.045	1	3.66E-05	1.03E-05	NA	0.398205752	0.586320194	0.844583333	0.822583333	0.865961199	0.829271488	0.975	0.933	0.267961054	51.33333333	87.66666667	0.380769388
ASM7437	ASM7365	25	249	+	chr12	TARBP2	ENSG00000139546	ASM7365	6	25	4790	6135	4.92E-06	0.16463242	NA	0.701780779	0.688137227	0.363737458	0.44516361	ASM7437	19	25	5035	6467	0.001931619	0	0.202	0.909	0.0204	0.000669	NA	0.517513362	0.576146501	0.943708333	0.961833333	1	1	0.999	0.999	0.999999709	37.66666667	36	NA
ASM5516	ASM5460	8	8	+	chr8	LY6K	ENSG00000160886	ASM5460	8	8	1808	169	5.00E-06	0.370792723	NA	0.153508273	0.927416668	0.333333333	0.645906433	ASM5516	5	8	1808	169	6.52E-07	0.370792723	NA	NA	NA	0.624	NA	0.765456051	0.176784145	NA	NA	0.645906433	0.333333333	NA	NA	0.204911675	1	63.33333333	0.381757771
ASM7424	ASM7351	11	10	-	chr12	RP11-983P16.4	ENSG00000257337	ASM7351	10	11	1410	2732	5.11E-06	0.14248366	NA	0.599530077	0.828992484	0.85751634	1	ASM7424	6	11	1410	2732	6.39E-08	0.14248366	NA	NA	NA	0.622	NA	0.904991158	0.794422398	NA	NA	1	0.85751634	NA	NA	0.999998649	16.33333333	3.666666667	0.014894887
ASM5743	ASM5685	18	2	-	chr9	RASEF	ENSG00000165105	ASM5685	2	18	492	3363	5.13E-06	0.577484344	NA	0.34777425	0.999552566	0.422515656	1	ASM5743	2	18	492	3363	1.05E-05	NA	NA	NA	NA	6.32E-08	NA	0.999610845	0.347779337	NA	NA	NA	NA	NA	NA	0.999997475	28.33333333	11.33333333	0.00086178
ASM5975	ASM5911	14	12	+	chr9	TBC1D13	ENSG00000107021	ASM5911	4	14	12399	7902	5.35E-06	0.621115884	NA	0.495734147	0.963516098	0.347599965	0.968715849	ASM5975	6	14	12399	7902	5.03E-09	0.455908504	0	1	0.029	1.07E-24	NA	0.799048274	0.560037091	0.982166667	0.74	0.968715849	0.512807345	0.998	0.997	1.08E-23	67	117.3333333	0.001078267
ASM6175	ASM6105	10	11	-	chr10	MPP7	ENSG00000150054	ASM6105	5	10	939	1053	5.76E-06	0.24587484	NA	0.670142457	0.557971826	0.903097063	0.657222222	ASM6175	10	10	942	1053	5.80E-06	0.24587484	0.0873	0.999	0.211	0.141	NA	0.33116578	0.625793686	0.787666667	0.674666667	0.657222222	0.903097063	0.995	0.996	0.000546424	26.66666667	24.33333333	0.004039237
ASM2123	ASM2116	5	4	+	chr2	RAMP1	ENSG00000132329	ASM2116	4	5	4173	2714	5.84E-06	0.285958164	NA	0.534620105	0.52542146	0.61509434	0.900997202	ASM2123	4	5	4173	2714	5.84E-06	0.285958164	1	1	0.00297	2.02E-06	NA	0.521898289	0.530041011	0.997	0.993	0.900997202	0.61509434	0.987	0.99	3.08E-30	156	255.6666667	0.000386969
ASM2454	ASM2440	36	29	-	chr3	C3orf67	ENSG00000163689	ASM2440	5	36	6754	3735	6.24E-06	0.086834734	NA	0.367571734	0.398367186	1	0.913165266	ASM2454	20	36	6794	3748	0.001146246	0.145079462	0.000207	1	0.031	0.043	NA	0.352197124	0.494691633	0.921777778	0.906074074	0.730987141	0.641494436	0.958	0.988	0.004915569	36	67	0.064795461
ASM2211	ASM2206	5	4	-	chr3	DPH3	ENSG00000154813	ASM2206	4	5	1987	1665	6.89E-06	0.285752536	NA	0.442889865	0.558347604	0.431579	0.566025641	ASM2211	4	5	1987	1665	6.89E-06	0.285752536	0.00148	1	7.91E-09	5.98E-15	NA	0.533034159	0.430170123	0.618	0.771666667	0.566025641	0.431579	0.959	0.809	3.49E-12	87.33333333	119	0.002458449
ASM4751	ASM4724	9	6	+	chr7	EIF4H	ENSG00000106682	ASM4724	6	9	64267	102806	7.91E-06	0.15202366	NA	0.694919285	0.861223422	0.735937913	0.887961574	ASM4751	5	9	64267	102806	0.355293783	0.15202366	0	1	7.12E-06	NA	NA	0.841774319	0.758901903	0.853333333	0.68	0.887961574	0.735937913	1	1	6.58E-67	1804.333333	1237	0.000256704
ASM7371	ASM7300	9	14	-	chr12	VDR	ENSG00000111424	ASM7300	6	9	188	2520	8.65E-06	0.122461683	NA	0.573970263	0.689960521	0.7474686	0.666666667	ASM7371	7	9	188	2569	3.12E-06	0.122461683	7.74E-06	NA	NA	0.189	NA	0.405168823	0.391020546	0.964466667	0.861133333	0.666666667	0.7474686	NA	NA	0.357825028	42.66666667	4	0.750169774
ASM6311	ASM6242	19	11	-	chr10	PSAP	ENSG00000197746	ASM6242	2	19	295721	135250	9.38E-06	0.371276381	NA	0.908814142	0.547710548	0.935926689	0.564650308	ASM6311	5	19	297066	135789	0	0.034887845	0	1	4.70E-07	NA	NA	0.648831552	0.805391263	0.589666667	0.968333333	0.932078498	0.966966343	0.58	0.965	1.84E-15	1547.666667	2277.666667	0.03785565
ASM11377	ASM11286	32	23	+	chr21	ADARB1	ENSG00000197381	ASM11286	3	32	19022	12288	9.52E-06	NA	NA	0.449042701	0.58411689	NA	NA	ASM11377	16	32	20174	13392	0	NA	0.361	1	0.000168	3.56E-07	NA	0.589371805	0.431571289	0.805	0.781888889	NA	NA	0.998	0.997	NA	3.666666667	6.666666667	NA
ASM7295	ASM7224	6	4	-	chr12	ARHGDIB	ENSG00000111348	ASM7224	4	6	6	1071	9.55E-06	0.482401812	NA	NA	NA	0.815735145	0.333333333	ASM7295	4	6	6	1071	9.55E-06	0.482401812	NA	NA	NA	NA	NA	0.351660184	0.901923463	NA	NA	0.333333333	0.815735145	NA	NA	0.999999385	91.33333333	0.666666667	1
ASM3990	ASM3962	7	6	+	chr6	PRR3	ENSG00000204576	ASM3962	6	7	3952	1984	9.76E-06	0.426572114	NA	0.438450013	0.773964657	0.130793226	0.55736534	ASM3990	6	7	3952	1984	9.76E-06	0.426572114	5.00E-15	1	NA	3.63E-07	NA	0.732240391	0.424452669	0.744583333	0.899166667	0.55736534	0.130793226	0.267	0.82	8.06E-11	33	74.66666667	0.000237309
ASM8039	ASM7968	28	88	+	chr14	PARP2	ENSG00000129484	ASM7968	5	28	10159	10778	1.05E-05	0.27796449	NA	0.30182764	0.571389884	0.620756401	0.342791911	ASM8039	14	28	10219	10871	7.77E-15	NA	1.11E-16	1	2.39E-05	1.06E-08	NA	0.204004104	0.4188901	0.859444444	0.919222222	NA	NA	0.999	0.999	NA	5	6.666666667	NA
ASM1419	ASM1421	30	75	+	chr2	CLIP4	ENSG00000115295	ASM1421	6	30	6966	5916	1.25E-05	0.063232323	NA	0.174861715	0.453303715	0.883245614	0.894949495	ASM1419	14	30	7184	6081	0.00012009	0.09124714	1	1	0.00042	1.30E-06	NA	0.288228847	0.24768885	0.993666667	0.993666667	1	0.90875286	0.998	0.998	0.999997155	19.33333333	16	0.065391806
ASM7334	ASM7263	13	6	-	chr12	TMTC1	ENSG00000133687	ASM7263	6	13	1962	695	1.25E-05	0.317460317	NA	0.538998577	0.400301052	0.682539683	1	ASM7334	5	13	1962	695	1.86E-06	NA	NA	NA	NA	0.229	NA	0.42461104	0.429828423	NA	NA	NA	NA	NA	NA	NA	2	0	NA
ASM534	ASM538	21	15	+	chr1	FAM73A	ENSG00000180488	ASM538	5	21	2579	2627	1.27E-05	0.261519526	NA	0.144104497	0.773183329	0.495239989	0.73208013	ASM534	6	21	2595	2659	1.01E-06	0.261519526	0.0932	0.964	NA	0.0833	NA	0.783002382	0.39796308	0.830833333	0.742166667	0.73208013	0.495239989	0.996	0.994	8.38E-08	58.66666667	52.33333333	0.002764654
ASM4491	ASM4463	4	3	+	chr7	MAFK	ENSG00000198517	ASM4463	3	4	2556	1846	1.27E-05	0.127517674	NA	0.66808551	0.62384209	0.677314462	0.605110671	ASM4491	3	4	2556	1846	1.27E-05	0.127517674	NA	0.999	0.00936	7.68E-06	NA	0.62384209	0.66808551	NA	NA	0.605110671	0.677314462	0.632	0.766	1.23E-10	186.6666667	220.6666667	0.005688109
ASM12075	ASM11981	18	32	-	chrX	CD99L2	ENSG00000102181	ASM11981	4	18	10357	1450	1.31E-05	0.083034779	NA	0.917674157	0.991523552	0.884119003	0.965871919	ASM12075	9	18	10529	1455	3.20E-08	NA	7.92E-05	0.948	NA	0.638	NA	0.698397137	0.708841399	0.995	0.947555556	NA	NA	0.999	0.995	NA	4	8	NA
ASM3342	ASM3321	32	8	-	chr5	SLC12A7	ENSG00000113504	ASM3321	8	32	16406	23102	1.35E-05	0	NA	0.558297485	0.538714398	1	1	ASM3342	6	32	16406	23102	0.007541672	NA	3.21E-05	0.985	0.0614	0.00971	NA	0.325010687	0.257703008	0.982666667	0.928333333	NA	NA	0.961	0.848	NA	0	0	NA
ASM7752	ASM7683	36	13	+	chr12	WDR66	ENSG00000158023	ASM7683	5	36	3138	567	1.35E-05	0.154506641	NA	0.468930279	0.172852933	0.561111111	0.667114695	ASM7752	12	36	3196	569	3.17E-11	0.254715219	NA	NA	NA	1	NA	0.350900629	0.304576135	NA	NA	0.610748003	0.376190476	NA	NA	0.00366389	6	41.33333333	0.006950488
ASM1637	ASM1639	38	20	+	chr2	PROM2	ENSG00000155066	ASM1639	3	38	380	43091	1.42E-05	0.166666667	NA	0.522065967	0.582861269	1	0.833333333	ASM1637	16	38	380	43151	0.001037384	0.130647131	5.94E-06	NA	NA	0.0695	NA	0.546779983	0.404466019	1	0.840333333	1	0.869352869	NA	NA	0.999998907	54.33333333	2.333333333	0.018431237
ASM9548	ASM9469	18	96	-	chr17	KRT15	ENSG00000171346	ASM9469	5	18	3085	17955	1.44E-05	0.191214857	NA	0.53857061	0.423511741	0.506488835	0.331777882	ASM9548	14	18	3187	18169	3.92E-10	0	1.08E-13	1	4.33E-06	3.38E-09	NA	0.356522753	0.270428768	0.693416667	0.716083333	1	1	0.99	0.999	0.999995733	37.66666667	19.33333333	NA
ASM10512	ASM10412	14	7	+	chr19	RBM42	ENSG00000126254	ASM10412	7	14	14299	15288	1.47E-05	0.182345279	NA	0.762644794	0.603863969	0.727820888	0.545475609	ASM10512	7	14	14299	15288	0.000110897	0.182345279	9.76E-07	1	0.0541	0.00266	NA	0.512008527	0.619555862	0.901466667	0.950533333	0.545475609	0.727820888	0.999	0.999	2.39E-18	353.6666667	358.3333333	0.002942988
ASM1759	ASM1761	9	5	+	chr2	STEAP3	ENSG00000115107	ASM1761	5	9	6300	6110	1.53E-05	0.096059727	NA	0.418648555	0.630558498	0.746789893	0.842849621	ASM1759	5	9	6300	6110	1.53E-05	0.096059727	0.506	0.995	0.737	0.0503	NA	0.526182881	0.321177299	0.653166667	0.689833333	0.842849621	0.746789893	0.686	0.541	0.004351322	83	116	0.084661009
ASM2914	ASM2895	23	33	+	chr4	TBC1D14	ENSG00000132405	ASM2895	4	23	7374	9925	1.71E-05	0.201074079	NA	0.481482186	0.697043086	0.475017736	0.67083578	ASM2914	9	23	7407	9929	2.12E-07	NA	1	1	0.00273	0.00043	NA	0.556244777	0.551504394	0.984	0.995333333	NA	NA	0.997	0.996	NA	4.333333333	3	NA
ASM1956	ASM1959	17	68	-	chr2	TMEM194B	ENSG00000189362	ASM1959	7	17	3582	2611	1.72E-05	0.124532464	NA	0.723111175	0.330556081	0.589047619	0.643985677	ASM1956	11	17	3582	2611	2.68E-07	NA	0.0067	0.97	NA	8.94E-05	NA	0.370127931	0.501934517	0.760333333	0.751833333	NA	NA	0.991	0.986	0.999995417	17.33333333	35	1
ASM6393	ASM6326	7	4	-	chr10	ATAD1	ENSG00000138138	ASM6326	4	7	2867	3437	1.76E-05	0.036879906	NA	0.500140829	0.567865604	0.391407596	0.421357115	ASM6393	4	7	2867	3437	1.76E-05	0.036879906	NA	0.61	NA	NA	NA	0.496595077	0.363451665	NA	NA	0.421357115	0.391407596	0.987	0.996	0.207983116	177.3333333	157	0.232736292
ASM6505	ASM6440	17	33	+	chr10	GSTO2	ENSG00000065621	ASM6440	7	17	98	2016	1.84E-05	0.178381187	NA	0.772730117	0.317557585	0.845047853	0.666666667	ASM6505	10	17	98	2064	7.45E-06	0.144907407	7.87E-05	NA	NA	NA	NA	0.290258585	0.53571304	1	0.866666667	0.833333333	0.9125	NA	NA	0.036349083	46	1.333333333	0.47627024
ASM6153	ASM6086	19	30	+	chr10	COMMD3-BMI1	ENSG00000269897	ASM6086	5	19	24057	29084	1.96E-05	0.066805843	NA	0.622558045	0.733816631	0.514141908	0.580947751	ASM6153	6	19	23353	28175	0.001557158	0.066805843	1	0.984	0.0269	0.0287	NA	0.499588459	0.590645316	1	0.993	0.580947751	0.514141908	1	1	0.002822222	317	325.3333333	0.045450871
ASM6870	ASM6801	5	3	-	chr11	PPP1R14B	ENSG00000173457	ASM6801	3	5	56510	52269	2.03E-05	0.084860507	NA	0.977074772	0.892003335	0.980361383	0.895500876	ASM6870	3	5	56510	52269	2.03E-05	0.084860507	NA	1	0.00312	0.0533	NA	0.878954098	0.972173935	NA	NA	0.895500876	0.980361383	0.912	0.98	2.39E-94	2771.666667	3409	0.01499617
ASM2576	ASM2559	34	7	-	chr3	POLQ	ENSG00000051341	ASM2559	7	34	4695	9424	2.12E-05	NA	NA	0.553322266	0.552336447	NA	NA	ASM2576	7	34	4695	9424	2.12E-05	NA	1	0.97	NA	NA	NA	0.412717468	0.446542221	0.940333333	0.917	NA	NA	0.986	0.993	NA	1	1.333333333	NA
ASM11217	ASM11125	15	4	-	chr20	DIDO1	ENSG00000101191	ASM11125	4	15	22544	16378	2.12E-05	0.092378897	NA	0.540465243	0.420730353	0.675451842	0.583072945	ASM11217	4	15	22544	16378	0.000147327	0.092378897	NA	0.997	NA	NA	NA	0.426225227	0.55130579	NA	NA	0.583072945	0.675451842	0.973	0.989	0.016023751	89	134.6666667	0.021750124
